date,model_id,likes,downloads,downloads_all_time
2025-06-23,ibm-granite/granite-3.2-8b-alora-requirement-check,0,0,0
2025-06-23,ibm-granite/granite-4.0-tiny-base-preview,13,732,896
2025-06-23,ibm-granite/granite-3.3-2b-base-GGUF,0,99,542
2025-06-23,ibm-granite/granite-3.3-8b-base-GGUF,0,278,706
2025-06-23,ibm-granite/granite-timeseries-tspulse-r1,3,11504,11504
2025-06-23,ibm-granite/granite-vision-3.3-2b,4,2625,2625
2025-06-23,ibm-granite/granite-vision-3.3-2b-embedding,5,243,243
2025-06-23,ibm-granite/granite-3.3-8b-lora-uncertainty,0,0,0
2025-06-23,ibm-granite/granite-3.3-8b-alora-requirement-check,0,0,0
2025-06-24,ibm-granite/granite-speech-3.3-8b,65,5823,13892
2025-06-24,ibm-granite/granite-3.3-2b-instruct,45,90630,189490
2025-06-24,ibm-granite/granite-3.3-8b-instruct,92,103862,157523
2025-06-24,ibm-granite/granite-speech-3.3-2b,12,13161,14757
2025-06-24,ibm-granite/granite-4.0-tiny-preview,126,37975,46584
2025-06-24,ibm-granite/granite-3.3-8b-rag-agent-lib,5,0,0
2025-06-24,ibm-granite/granite-34b-code-instruct-8k-GGUF,4,66,1757
2025-06-24,ibm-granite/granite-timeseries-ttm-r2,108,4559188,6771158
2025-06-24,ibm-granite/granite-guardian-3.0-8b,36,2048,46572
2025-06-24,ibm-granite/granite-embedding-125m-english,10,25708,197261
2025-06-24,ibm-granite/granite-embedding-107m-multilingual,24,18420,93479
2025-06-24,ibm-granite/granite-embedding-30m-sparse,7,10705,43972
2025-06-24,ibm-granite/granite-3.3-8b-base,10,19483,43122
2025-06-24,ibm-granite/granite-3.2-8b-alora-uncertainty,3,0,0
2025-06-24,ibm-granite/granite-3.3-8b-instruct-GGUF,23,3537,12589
2025-06-24,ibm-granite/granite-timeseries-tspulse-r1,4,12767,12767
2025-06-24,ibm-granite/granite-3.3-8b-lora-math-prm,1,0,0
2025-06-24,ibm-granite/granite-timeseries-patchtsmixer,18,2269,23433
2025-06-24,ibm-granite/granite-timeseries-patchtst,12,2438,22959
2025-06-24,ibm-granite/granite-timeseries-ttm-r1,299,724369,14237394
2025-06-24,ibm-granite/granite-7b-base,29,1998,74076
2025-06-24,ibm-granite/granite-20b-code-base-8k,13,3891,25642
2025-06-24,ibm-granite/granite-8b-code-base-4k,30,6372,44768
2025-06-24,ibm-granite/granite-34b-code-base-8k,19,44,12731
2025-06-24,ibm-granite/granite-3b-code-base-2k,37,9304,175706
2025-06-24,ibm-granite/granite-3b-code-instruct-2k,37,3468,126879
2025-06-24,ibm-granite/granite-8b-code-instruct-4k,112,3967,66211
2025-06-24,ibm-granite/granite-20b-code-instruct-8k,40,2417,69708
2025-06-24,ibm-granite/granite-34b-code-instruct-8k,75,2114,24231
2025-06-24,ibm-granite/granite-7b-instruct,8,1768,119925
2025-06-24,ibm-granite/granite-20b-code-base-8k-GGUF,4,33,831
2025-06-24,ibm-granite/granite-20b-code-instruct-8k-GGUF,4,52,4838
2025-06-24,ibm-granite/granite-7b-instruct-accelerator,1,18,613
2025-06-24,ibm-granite/granite-20b-code-instruct-accelerator,3,54,400
2025-06-24,ibm-granite/granite-34b-code-base-8k-GGUF,3,43,747
2025-06-24,ibm-granite/granite-8b-code-instruct-accelerator,1,12,342
2025-06-24,ibm-granite/granite-3b-code-base-2k-GGUF,2,33,960
2025-06-24,ibm-granite/granite-3b-code-instruct-2k-GGUF,6,102,4186
2025-06-24,ibm-granite/granite-8b-code-base-4k-GGUF,2,20,699
2025-06-24,ibm-granite/granite-8b-code-instruct-4k-GGUF,12,1295,13407
2025-06-24,ibm-granite/granite-3b-code-instruct-accelerator,1,38,46686
2025-06-24,ibm-granite/granite-geospatial-biomass,43,143,13012
2025-06-24,ibm-granite/granite-3b-code-base-128k,6,222,5982
2025-06-24,ibm-granite/granite-8b-code-base-128k,6,1680,6962
2025-06-24,ibm-granite/granite-20b-functioncalling,33,1870,12973
2025-06-24,ibm-granite/granite-20b-code-base-r1.1,2,16,3387
2025-06-24,ibm-granite/granite-20b-code-instruct-r1.1,1,2352,3684
2025-06-24,ibm-granite/granite-3b-code-instruct-128k,10,27585,39753
2025-06-24,ibm-granite/granite-8b-code-instruct-128k,21,2430,21796
2025-06-24,ibm-granite/granite-34b-code-instruct-accelerator,0,36,151
2025-06-24,ibm-granite/granite-guardian-hap-38m,36,11907,114356
2025-06-24,ibm-granite/granite-guardian-hap-125m,23,2797,7356
2025-06-24,ibm-granite/granite-geospatial-wxc-downscaling,34,60,1794
2025-06-24,ibm-granite/granite-3.0-2b-base,22,4652,49141
2025-06-24,ibm-granite/granite-3.0-2b-instruct,46,12660,146111
2025-06-24,ibm-granite/granite-3.0-8b-base,23,4627,47501
2025-06-24,ibm-granite/granite-3.0-8b-instruct,201,22607,260786
2025-06-24,ibm-granite/granite-3.0-3b-a800m-base,5,4386,27179
2025-06-24,ibm-granite/granite-3.0-3b-a800m-instruct,18,5050,38423
2025-06-24,ibm-granite/granite-3.0-1b-a400m-base,6,4549,31241
2025-06-24,ibm-granite/granite-3.0-1b-a400m-instruct,19,1828,11509
2025-06-24,ibm-granite/granite-guardian-3.0-2b,21,2059,36713
2025-06-24,ibm-granite/granite-3.0-8b-instruct-accelerator,1,9,395
2025-06-24,ibm-granite/granite-uncertainty-3.0-8b-lora,3,0,0
2025-06-24,ibm-granite/granite-rag-3.0-8b-lora,3,0,0
2025-06-24,ibm-granite/granite-geospatial-canopyheight,18,131,11279
2025-06-24,ibm-granite/granite-geospatial-land-surface-temperature,19,234,11785
2025-06-24,ibm-granite/granite-geospatial-uki-flooddetection,15,21,553
2025-06-24,ibm-granite/granite-geospatial-uki,12,37,927
2025-06-24,ibm-granite/granite-embedding-30m-english,10,154724,420719
2025-06-24,ibm-granite/granite-embedding-278m-multilingual,44,58210,274073
2025-06-24,ibm-granite/granite-3.1-8b-base,23,13532,83200
2025-06-24,ibm-granite/granite-3.1-2b-base,13,8254,46667
2025-06-24,ibm-granite/granite-3.1-8b-instruct,160,351488,728658
2025-06-24,ibm-granite/granite-3.1-2b-instruct,52,28901,163071
2025-06-24,ibm-granite/granite-3.1-3b-a800m-base,7,5212,25858
2025-06-24,ibm-granite/granite-3.1-1b-a400m-base,8,4888,24717
2025-06-24,ibm-granite/granite-3.1-3b-a800m-instruct,24,82056,139431
2025-06-24,ibm-granite/granite-3.1-1b-a400m-instruct,15,6115,33212
2025-06-24,ibm-granite/granite-3.0-8b-lora-intrinsics-v0.1,2,19,133
2025-06-24,ibm-granite/granite-guardian-3.1-2b,10,8977,36778
2025-06-24,ibm-granite/granite-guardian-3.1-8b,13,2301,9313
2025-06-24,ibm-granite/granite-3.1-8b-lora-intrinsics-v0.1,0,12,66
2025-06-24,ibm-granite/granite-guardian-3.2-5b,11,2521,6366
2025-06-24,ibm-granite/granite-vision-3.1-2b-preview,101,8766,35600
2025-06-24,ibm-granite/granite-guardian-3.2-3b-a800m,5,2444,6300
2025-06-24,ibm-granite/granite-3.2-8b-instruct-preview,69,1643,12895
2025-06-24,ibm-granite/GneissWeb.bloom,0,0,0
2025-06-24,ibm-granite/GneissWeb.Quality_annotator,4,0,0
2025-06-24,ibm-granite/GneissWeb.Sci_classifier,1,0,0
2025-06-24,ibm-granite/GneissWeb.Tech_classifier,2,0,0
2025-06-24,ibm-granite/GneissWeb.Med_classifier,1,0,0
2025-06-24,ibm-granite/GneissWeb.Edu_classifier,1,0,0
2025-06-24,ibm-granite/granite-vision-3.2-2b,97,6949,71615
2025-06-24,ibm-granite/granite-3.2-2b-instruct,47,12385,110079
2025-06-24,ibm-granite/granite-3.2-8b-instruct,85,45544,169714
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed1,0,17,352
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed1,0,20,171
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed1,0,40,199
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed2,0,17,101
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed2,0,22,182
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed2,0,26,138
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed3,0,41,169
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed3,0,21,164
2025-06-24,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed3,0,19,114
2025-06-24,ibm-granite/granite-speech-3.2-8b,80,1695,6152
2025-06-24,ibm-granite/granite-3.2-8b-lora-uncertainty,3,0,0
2025-06-24,ibm-granite/granite-3.3-2b-base,12,7228,12165
2025-06-24,ibm-granite/granite-3.2-8b-lora-rag-query-rewrite,3,0,0
2025-06-24,ibm-granite/granite-3.3-2b-instruct-GGUF,9,4631,7959
2025-06-24,ibm-granite/granite-3.2-8b-lora-rag-answerability-prediction,0,158,371
2025-06-24,ibm-granite/granite-3.2-8b-lora-rag-hallucination-detection,2,91,226
2025-06-24,ibm-granite/granite-3.2-8b-lora-rag-citation-generation,2,81,363
2025-06-24,ibm-granite/granite-3.2-8b-lora-jailbreak,0,0,0
2025-06-24,ibm-granite/granite-3.2-8b-alora-jailbreak,0,0,0
2025-06-24,ibm-granite/granite-3.2-8b-alora-rag-query-rewrite,0,0,0
2025-06-24,ibm-granite/granite-3.2-8b-alora-rag-answerability-prediction,0,0,0
2025-06-24,ibm-granite/granite-3.2-8b-alora-requirement-check,0,0,0
2025-06-24,ibm-granite/granite-4.0-tiny-base-preview,13,732,897
2025-06-24,ibm-granite/granite-3.3-2b-base-GGUF,0,96,542
2025-06-24,ibm-granite/granite-3.3-8b-base-GGUF,0,281,712
2025-06-24,ibm-granite/granite-vision-3.3-2b,4,2718,2718
2025-06-24,ibm-granite/granite-vision-3.3-2b-embedding,5,243,243
2025-06-24,ibm-granite/granite-3.3-8b-lora-uncertainty,0,0,0
2025-06-24,ibm-granite/granite-3.3-8b-alora-requirement-check,0,0,0
2025-06-25,ibm-granite/granite-speech-3.3-8b,67,5823,13892
2025-06-25,ibm-granite/granite-3.3-2b-instruct,45,90630,189490
2025-06-25,ibm-granite/granite-3.3-8b-rag-agent-lib,6,0,0
2025-06-25,ibm-granite/granite-3.3-8b-instruct,92,103862,157523
2025-06-25,ibm-granite/granite-speech-3.3-2b,12,13161,14757
2025-06-25,ibm-granite/granite-4.0-tiny-preview,126,37975,46584
2025-06-25,ibm-granite/granite-34b-code-instruct-8k-GGUF,4,66,1757
2025-06-25,ibm-granite/granite-timeseries-ttm-r2,108,4559188,6771158
2025-06-25,ibm-granite/granite-guardian-3.0-8b,36,2048,46572
2025-06-25,ibm-granite/granite-rag-3.0-8b-lora,4,0,0
2025-06-25,ibm-granite/granite-embedding-125m-english,10,25708,197261
2025-06-25,ibm-granite/granite-embedding-107m-multilingual,24,18420,93479
2025-06-25,ibm-granite/granite-vision-3.1-2b-preview,102,8766,35600
2025-06-25,ibm-granite/granite-vision-3.2-2b,98,6949,71615
2025-06-25,ibm-granite/granite-embedding-30m-sparse,7,10705,43972
2025-06-25,ibm-granite/granite-3.3-8b-base,10,19483,43122
2025-06-25,ibm-granite/granite-3.2-8b-alora-uncertainty,3,0,0
2025-06-25,ibm-granite/granite-3.3-8b-instruct-GGUF,23,3537,12589
2025-06-25,ibm-granite/granite-4.0-tiny-base-preview,14,732,897
2025-06-25,ibm-granite/granite-timeseries-tspulse-r1,4,12767,12767
2025-06-25,ibm-granite/granite-vision-3.3-2b,5,2718,2718
2025-06-25,ibm-granite/granite-3.3-8b-lora-math-prm,1,0,0
2025-06-25,ibm-granite/granite-3.3-8b-alora-requirement-check,1,0,0
2025-06-25,ibm-granite/granite-timeseries-patchtsmixer,18,2269,23433
2025-06-25,ibm-granite/granite-timeseries-patchtst,12,2438,22959
2025-06-25,ibm-granite/granite-timeseries-ttm-r1,299,724369,14237394
2025-06-25,ibm-granite/granite-7b-base,29,1998,74076
2025-06-25,ibm-granite/granite-20b-code-base-8k,13,3891,25642
2025-06-25,ibm-granite/granite-8b-code-base-4k,30,6372,44768
2025-06-25,ibm-granite/granite-34b-code-base-8k,19,44,12731
2025-06-25,ibm-granite/granite-3b-code-base-2k,37,9304,175706
2025-06-25,ibm-granite/granite-3b-code-instruct-2k,37,3468,126879
2025-06-25,ibm-granite/granite-8b-code-instruct-4k,112,3967,66211
2025-06-25,ibm-granite/granite-20b-code-instruct-8k,40,2417,69708
2025-06-25,ibm-granite/granite-34b-code-instruct-8k,75,2114,24231
2025-06-25,ibm-granite/granite-7b-instruct,8,1768,119925
2025-06-25,ibm-granite/granite-20b-code-base-8k-GGUF,4,33,831
2025-06-25,ibm-granite/granite-20b-code-instruct-8k-GGUF,4,52,4838
2025-06-25,ibm-granite/granite-7b-instruct-accelerator,1,18,613
2025-06-25,ibm-granite/granite-20b-code-instruct-accelerator,3,54,400
2025-06-25,ibm-granite/granite-34b-code-base-8k-GGUF,3,43,747
2025-06-25,ibm-granite/granite-8b-code-instruct-accelerator,1,12,342
2025-06-25,ibm-granite/granite-3b-code-base-2k-GGUF,2,33,960
2025-06-25,ibm-granite/granite-3b-code-instruct-2k-GGUF,6,102,4186
2025-06-25,ibm-granite/granite-8b-code-base-4k-GGUF,2,20,699
2025-06-25,ibm-granite/granite-8b-code-instruct-4k-GGUF,12,1295,13407
2025-06-25,ibm-granite/granite-3b-code-instruct-accelerator,1,38,46686
2025-06-25,ibm-granite/granite-geospatial-biomass,43,143,13012
2025-06-25,ibm-granite/granite-3b-code-base-128k,6,222,5982
2025-06-25,ibm-granite/granite-8b-code-base-128k,6,1680,6962
2025-06-25,ibm-granite/granite-20b-functioncalling,33,1870,12973
2025-06-25,ibm-granite/granite-20b-code-base-r1.1,2,16,3387
2025-06-25,ibm-granite/granite-20b-code-instruct-r1.1,1,2352,3684
2025-06-25,ibm-granite/granite-3b-code-instruct-128k,10,27585,39753
2025-06-25,ibm-granite/granite-8b-code-instruct-128k,21,2430,21796
2025-06-25,ibm-granite/granite-34b-code-instruct-accelerator,0,36,151
2025-06-25,ibm-granite/granite-guardian-hap-38m,36,11907,114356
2025-06-25,ibm-granite/granite-guardian-hap-125m,23,2797,7356
2025-06-25,ibm-granite/granite-geospatial-wxc-downscaling,34,60,1794
2025-06-25,ibm-granite/granite-3.0-2b-base,22,4652,49141
2025-06-25,ibm-granite/granite-3.0-2b-instruct,46,12660,146111
2025-06-25,ibm-granite/granite-3.0-8b-base,23,4627,47501
2025-06-25,ibm-granite/granite-3.0-8b-instruct,201,22607,260786
2025-06-25,ibm-granite/granite-3.0-3b-a800m-base,5,4386,27179
2025-06-25,ibm-granite/granite-3.0-3b-a800m-instruct,18,5050,38423
2025-06-25,ibm-granite/granite-3.0-1b-a400m-base,6,4549,31241
2025-06-25,ibm-granite/granite-3.0-1b-a400m-instruct,19,1828,11509
2025-06-25,ibm-granite/granite-guardian-3.0-2b,21,2059,36713
2025-06-25,ibm-granite/granite-3.0-8b-instruct-accelerator,1,9,395
2025-06-25,ibm-granite/granite-uncertainty-3.0-8b-lora,3,0,0
2025-06-25,ibm-granite/granite-geospatial-canopyheight,18,131,11279
2025-06-25,ibm-granite/granite-geospatial-land-surface-temperature,19,234,11785
2025-06-25,ibm-granite/granite-geospatial-uki-flooddetection,15,21,553
2025-06-25,ibm-granite/granite-geospatial-uki,12,37,927
2025-06-25,ibm-granite/granite-embedding-30m-english,10,154724,420719
2025-06-25,ibm-granite/granite-embedding-278m-multilingual,44,58210,274073
2025-06-25,ibm-granite/granite-3.1-8b-base,23,13532,83200
2025-06-25,ibm-granite/granite-3.1-2b-base,13,8254,46667
2025-06-25,ibm-granite/granite-3.1-8b-instruct,160,351488,728658
2025-06-25,ibm-granite/granite-3.1-2b-instruct,52,28901,163071
2025-06-25,ibm-granite/granite-3.1-3b-a800m-base,7,5212,25858
2025-06-25,ibm-granite/granite-3.1-1b-a400m-base,8,4888,24717
2025-06-25,ibm-granite/granite-3.1-3b-a800m-instruct,24,82056,139431
2025-06-25,ibm-granite/granite-3.1-1b-a400m-instruct,15,6115,33212
2025-06-25,ibm-granite/granite-3.0-8b-lora-intrinsics-v0.1,2,19,133
2025-06-25,ibm-granite/granite-guardian-3.1-2b,10,8977,36778
2025-06-25,ibm-granite/granite-guardian-3.1-8b,13,2301,9313
2025-06-25,ibm-granite/granite-3.1-8b-lora-intrinsics-v0.1,0,12,66
2025-06-25,ibm-granite/granite-guardian-3.2-5b,11,2521,6366
2025-06-25,ibm-granite/granite-guardian-3.2-3b-a800m,5,2444,6300
2025-06-25,ibm-granite/granite-3.2-8b-instruct-preview,69,1643,12895
2025-06-25,ibm-granite/GneissWeb.bloom,0,0,0
2025-06-25,ibm-granite/GneissWeb.Quality_annotator,4,0,0
2025-06-25,ibm-granite/GneissWeb.Sci_classifier,1,0,0
2025-06-25,ibm-granite/GneissWeb.Tech_classifier,2,0,0
2025-06-25,ibm-granite/GneissWeb.Med_classifier,1,0,0
2025-06-25,ibm-granite/GneissWeb.Edu_classifier,1,0,0
2025-06-25,ibm-granite/granite-3.2-2b-instruct,47,12385,110079
2025-06-25,ibm-granite/granite-3.2-8b-instruct,85,45544,169714
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed1,0,17,352
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed1,0,20,171
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed1,0,40,199
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed2,0,17,101
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed2,0,22,182
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed2,0,26,138
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed3,0,41,169
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed3,0,21,164
2025-06-25,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed3,0,19,114
2025-06-25,ibm-granite/granite-speech-3.2-8b,80,1695,6152
2025-06-25,ibm-granite/granite-3.2-8b-lora-uncertainty,3,0,0
2025-06-25,ibm-granite/granite-3.3-2b-base,12,7228,12165
2025-06-25,ibm-granite/granite-3.2-8b-lora-rag-query-rewrite,3,0,0
2025-06-25,ibm-granite/granite-3.3-2b-instruct-GGUF,9,4631,7959
2025-06-25,ibm-granite/granite-3.2-8b-lora-rag-answerability-prediction,0,158,371
2025-06-25,ibm-granite/granite-3.2-8b-lora-rag-hallucination-detection,2,91,226
2025-06-25,ibm-granite/granite-3.2-8b-lora-rag-citation-generation,2,81,363
2025-06-25,ibm-granite/granite-3.2-8b-lora-jailbreak,0,0,0
2025-06-25,ibm-granite/granite-3.2-8b-alora-jailbreak,0,0,0
2025-06-25,ibm-granite/granite-3.2-8b-alora-rag-query-rewrite,0,0,0
2025-06-25,ibm-granite/granite-3.2-8b-alora-rag-answerability-prediction,0,0,0
2025-06-25,ibm-granite/granite-3.2-8b-alora-requirement-check,0,0,0
2025-06-25,ibm-granite/granite-3.3-2b-base-GGUF,0,96,542
2025-06-25,ibm-granite/granite-3.3-8b-base-GGUF,0,281,712
2025-06-25,ibm-granite/granite-vision-3.3-2b-embedding,5,243,243
2025-06-25,ibm-granite/granite-3.3-8b-lora-uncertainty,0,0,0
2025-06-26,ibm-granite/granite-speech-3.3-8b,68,5823,13892
2025-06-26,ibm-granite/granite-3.3-2b-instruct,45,90630,189490
2025-06-26,ibm-granite/granite-4.0-tiny-preview,127,37975,46584
2025-06-26,ibm-granite/granite-3.3-8b-rag-agent-lib,6,0,0
2025-06-26,ibm-granite/granite-timeseries-ttm-r2,109,4559188,6771158
2025-06-26,ibm-granite/granite-3.3-8b-instruct,92,103862,157523
2025-06-26,ibm-granite/granite-speech-3.3-2b,12,13161,14757
2025-06-26,ibm-granite/granite-timeseries-tspulse-r1,5,12767,12767
2025-06-26,ibm-granite/granite-timeseries-ttm-r1,300,724369,14237394
2025-06-26,ibm-granite/granite-8b-code-instruct-4k,113,3967,66211
2025-06-26,ibm-granite/granite-3.0-8b-instruct,202,22607,260786
2025-06-26,ibm-granite/granite-guardian-3.0-8b,36,2048,46572
2025-06-26,ibm-granite/granite-rag-3.0-8b-lora,4,0,0
2025-06-26,ibm-granite/granite-embedding-30m-english,11,154724,420719
2025-06-26,ibm-granite/granite-3.1-8b-instruct,161,351488,728658
2025-06-26,ibm-granite/granite-vision-3.1-2b-preview,102,8766,35600
2025-06-26,ibm-granite/granite-vision-3.2-2b,98,6949,71615
2025-06-26,ibm-granite/granite-3.3-8b-base,10,19483,43122
2025-06-26,ibm-granite/granite-3.2-8b-alora-uncertainty,3,0,0
2025-06-26,ibm-granite/granite-4.0-tiny-base-preview,14,732,897
2025-06-26,ibm-granite/granite-vision-3.3-2b,5,2718,2718
2025-06-26,ibm-granite/granite-3.3-8b-alora-requirement-check,1,0,0
2025-06-26,ibm-granite/granite-timeseries-patchtsmixer,18,2269,23433
2025-06-26,ibm-granite/granite-timeseries-patchtst,12,2438,22959
2025-06-26,ibm-granite/granite-7b-base,29,1998,74076
2025-06-26,ibm-granite/granite-20b-code-base-8k,13,3891,25642
2025-06-26,ibm-granite/granite-8b-code-base-4k,30,6372,44768
2025-06-26,ibm-granite/granite-34b-code-base-8k,19,44,12731
2025-06-26,ibm-granite/granite-3b-code-base-2k,37,9304,175706
2025-06-26,ibm-granite/granite-3b-code-instruct-2k,37,3468,126879
2025-06-26,ibm-granite/granite-20b-code-instruct-8k,40,2417,69708
2025-06-26,ibm-granite/granite-34b-code-instruct-8k,75,2114,24231
2025-06-26,ibm-granite/granite-7b-instruct,8,1768,119925
2025-06-26,ibm-granite/granite-20b-code-base-8k-GGUF,4,33,831
2025-06-26,ibm-granite/granite-20b-code-instruct-8k-GGUF,4,52,4838
2025-06-26,ibm-granite/granite-7b-instruct-accelerator,1,18,613
2025-06-26,ibm-granite/granite-20b-code-instruct-accelerator,3,54,400
2025-06-26,ibm-granite/granite-34b-code-instruct-8k-GGUF,4,66,1757
2025-06-26,ibm-granite/granite-34b-code-base-8k-GGUF,3,43,747
2025-06-26,ibm-granite/granite-8b-code-instruct-accelerator,1,12,342
2025-06-26,ibm-granite/granite-3b-code-base-2k-GGUF,2,33,960
2025-06-26,ibm-granite/granite-3b-code-instruct-2k-GGUF,6,102,4186
2025-06-26,ibm-granite/granite-8b-code-base-4k-GGUF,2,20,699
2025-06-26,ibm-granite/granite-8b-code-instruct-4k-GGUF,12,1295,13407
2025-06-26,ibm-granite/granite-3b-code-instruct-accelerator,1,38,46686
2025-06-26,ibm-granite/granite-geospatial-biomass,43,143,13012
2025-06-26,ibm-granite/granite-3b-code-base-128k,6,222,5982
2025-06-26,ibm-granite/granite-8b-code-base-128k,6,1680,6962
2025-06-26,ibm-granite/granite-20b-functioncalling,33,1870,12973
2025-06-26,ibm-granite/granite-20b-code-base-r1.1,2,16,3387
2025-06-26,ibm-granite/granite-20b-code-instruct-r1.1,1,2352,3684
2025-06-26,ibm-granite/granite-3b-code-instruct-128k,10,27585,39753
2025-06-26,ibm-granite/granite-8b-code-instruct-128k,21,2430,21796
2025-06-26,ibm-granite/granite-34b-code-instruct-accelerator,0,36,151
2025-06-26,ibm-granite/granite-guardian-hap-38m,36,11907,114356
2025-06-26,ibm-granite/granite-guardian-hap-125m,23,2797,7356
2025-06-26,ibm-granite/granite-geospatial-wxc-downscaling,34,60,1794
2025-06-26,ibm-granite/granite-3.0-2b-base,22,4652,49141
2025-06-26,ibm-granite/granite-3.0-2b-instruct,46,12660,146111
2025-06-26,ibm-granite/granite-3.0-8b-base,23,4627,47501
2025-06-26,ibm-granite/granite-3.0-3b-a800m-base,5,4386,27179
2025-06-26,ibm-granite/granite-3.0-3b-a800m-instruct,18,5050,38423
2025-06-26,ibm-granite/granite-3.0-1b-a400m-base,6,4549,31241
2025-06-26,ibm-granite/granite-3.0-1b-a400m-instruct,19,1828,11509
2025-06-26,ibm-granite/granite-guardian-3.0-2b,21,2059,36713
2025-06-26,ibm-granite/granite-3.0-8b-instruct-accelerator,1,9,395
2025-06-26,ibm-granite/granite-uncertainty-3.0-8b-lora,3,0,0
2025-06-26,ibm-granite/granite-geospatial-canopyheight,18,131,11279
2025-06-26,ibm-granite/granite-geospatial-land-surface-temperature,19,234,11785
2025-06-26,ibm-granite/granite-geospatial-uki-flooddetection,15,21,553
2025-06-26,ibm-granite/granite-geospatial-uki,12,37,927
2025-06-26,ibm-granite/granite-embedding-125m-english,10,25708,197261
2025-06-26,ibm-granite/granite-embedding-107m-multilingual,24,18420,93479
2025-06-26,ibm-granite/granite-embedding-278m-multilingual,44,58210,274073
2025-06-26,ibm-granite/granite-3.1-8b-base,23,13532,83200
2025-06-26,ibm-granite/granite-3.1-2b-base,13,8254,46667
2025-06-26,ibm-granite/granite-3.1-2b-instruct,52,28901,163071
2025-06-26,ibm-granite/granite-3.1-3b-a800m-base,7,5212,25858
2025-06-26,ibm-granite/granite-3.1-1b-a400m-base,8,4888,24717
2025-06-26,ibm-granite/granite-3.1-3b-a800m-instruct,24,82056,139431
2025-06-26,ibm-granite/granite-3.1-1b-a400m-instruct,15,6115,33212
2025-06-26,ibm-granite/granite-3.0-8b-lora-intrinsics-v0.1,2,19,133
2025-06-26,ibm-granite/granite-guardian-3.1-2b,10,8977,36778
2025-06-26,ibm-granite/granite-guardian-3.1-8b,13,2301,9313
2025-06-26,ibm-granite/granite-3.1-8b-lora-intrinsics-v0.1,0,12,66
2025-06-26,ibm-granite/granite-guardian-3.2-5b,11,2521,6366
2025-06-26,ibm-granite/granite-guardian-3.2-3b-a800m,5,2444,6300
2025-06-26,ibm-granite/granite-3.2-8b-instruct-preview,69,1643,12895
2025-06-26,ibm-granite/GneissWeb.bloom,0,0,0
2025-06-26,ibm-granite/GneissWeb.Quality_annotator,4,0,0
2025-06-26,ibm-granite/GneissWeb.Sci_classifier,1,0,0
2025-06-26,ibm-granite/GneissWeb.Tech_classifier,2,0,0
2025-06-26,ibm-granite/GneissWeb.Med_classifier,1,0,0
2025-06-26,ibm-granite/GneissWeb.Edu_classifier,1,0,0
2025-06-26,ibm-granite/granite-3.2-2b-instruct,47,12385,110079
2025-06-26,ibm-granite/granite-3.2-8b-instruct,84,45544,169714
2025-06-26,ibm-granite/granite-embedding-30m-sparse,7,10705,43972
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed1,0,17,352
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed1,0,20,171
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed1,0,40,199
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed2,0,17,101
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed2,0,22,182
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed2,0,26,138
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed3,0,41,169
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed3,0,21,164
2025-06-26,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed3,0,19,114
2025-06-26,ibm-granite/granite-speech-3.2-8b,80,1695,6152
